city_name,country_code,rand_lat,rand_lng,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
boa viagem,br,-5.159999999956597,-39.830000000127484,-5.13,-39.73,76.74,63,100,9.69
mehamn,no,73.32000000008355,28.14999999981069,71.03,27.85,54.59,71,0,2.24
sinazongwe,zm,-17.119999999962715,27.749999999811052,-17.26,27.46,61.26,97,0,2.42
yulara,au,-28.85999999996872,125.9999999997217,-25.24,130.99,39.2,60,0,6.93
nuuk,gl,63.80000000007868,-50.21000000011804,64.17,-51.74,62.6,36,20,11.41
villarrica,cl,-39.69999999997427,-71.43000000009874,-39.28,-72.23,51,67,12,2.42
lorengau,pg,-2.1399999999550516,146.50999999970304,-2.02,147.27,82.41,100,68,14.27
pevek,ru,86.65000000009036,168.27999999968324,69.7,170.27,32.82,100,56,8.12
puqi,cn,29.870000000061324,113.7899999997328,29.72,113.88,81.15,86,0,2.75
nieuw amsterdam,sr,9.110000000050704,-55.200000000113505,5.88,-55.08,84.12,92,8,6.78
san rafael,ar,-35.05999999997189,-69.09000000010087,-34.61,-68.33,52.62,57,0,8.68
rio grande,br,-43.92999999997643,-39.10000000012815,-32.03,-52.1,59,67,40,8.05
kavieng,pg,-3.649999999955824,150.44999999969946,-2.57,150.8,81.06,100,76,3.42
yichun,cn,27.960000000060347,114.52999999973213,27.8,114.38,78.27,90,12,3.65
sorland,no,73.1900000000835,7.449999999829515,67.67,12.69,55.4,82,20,8.05
charters towers,au,-21.969999999965196,145.7999999997037,-20.07,146.27,48.48,89,0,4.99
solnechnyy,ru,50.5100000000719,137.2099999997115,50.72,136.64,59.73,96,64,1.97
verkhoyansk,ru,66.16000000007989,131.9199999997163,67.55,133.39,52.8,88,0,2.53
torbay,ca,43.14000000006811,-52.48000000011598,47.66,-52.73,78.8,41,75,23.04
caririacu,br,-6.989999999957533,-39.16000000012809,-7.04,-39.28,88.44,30,64,4.43
mar del plata,ar,-71.86999999999072,-21.00000000014461,-46.43,-67.52,50.37,69,88,10.13
hashtrud,ir,37.03000000006499,47.109999999793445,37.48,47.05,77.91,35,0,9.69
santiago de cao,pe,-10.629999999959395,-82.74000000008846,-7.96,-79.24,68,72,75,11.41
barra dos coqueiros,br,-10.98999999995958,-36.650000000130376,-10.91,-37.04,82.4,61,40,9.17
almaznyy,ru,63.010000000078264,114.48999999973216,48.03,40.04,83.22,30,24,8.57
dikson,ru,78.19000000008606,81.81999999976188,73.51,80.55,40.74,99,24,14.16
banda aceh,id,3.710000000047941,88.84999999975548,5.56,95.32,77.82,86,88,5.77
hamilton,bm,30.890000000061846,-70.52000000009957,32.3,-64.78,84.2,74,75,14.99
fairbanks,us,72.14000000008295,-142.9500000000337,64.84,-147.72,60.8,55,90,3.36
nioki,cd,-2.529999999955251,17.519999999820357,-2.72,17.69,82.41,44,0,3.65
ribeira grande,pt,36.460000000064696,-31.28000000013526,38.52,-28.7,73.4,69,75,4.7
kasongo-lunda,cd,-7.549999999957819,17.64999999982024,-6.48,16.82,74.76,67,0,2.64
warrington,us,26.42000000005956,-87.85000000008381,40.25,-75.13,90.43,43,1,4.7
salalah,om,15.150000000053794,56.92999999978451,17.01,54.1,78.8,94,90,9.17
aykhal,ru,68.83000000008127,106.93999999973903,65.95,111.51,56.13,92,100,5.55
cherskiy,ru,85.83000000008997,161.09999999968977,68.75,161.3,37.23,84,64,4.99
eureka,us,41.40000000006722,-137.62000000003854,40.8,-124.16,64.11,63,1,16.11
qaanaaq,gl,79.35000000008665,-71.47000000009871,77.48,-69.36,32.64,97,88,8.01
east london,za,-63.82999999998661,45.5099999997949,-33.02,27.91,60.8,67,0,3.36
severo-kurilsk,ru,31.530000000062174,166.53999999968482,50.68,156.12,44.61,100,36,10.47
nabire,id,-4.55999999995629,134.30999999971414,-3.36,135.5,68.55,95,48,1.97
okhotsk,ru,57.43000000007544,146.06999999970344,59.36,143.24,49.65,100,20,2.75
mawlaik,mm,23.050000000057835,94.4399999997504,23.63,94.42,73.32,98,76,1.97
noyabrsk,ru,62.400000000077966,74.61999999976842,63.2,75.45,64.86,99,100,11.7
kashi,cn,39.25000000006611,76.05999999976711,39.45,75.98,81.42,29,76,6.55
cidreira,br,-39.31999999997407,-42.42000000012513,-30.17,-50.22,60.27,77,68,9.8
tautira,pf,-18.219999999963278,-143.22000000003345,-17.73,-149.15,77,53,20,8.05
kombissiri,bf,12.010000000052187,-1.0800000001627268,12.07,-1.34,91.4,41,0,9.17
arraial do cabo,br,-34.10999999997141,-31.16000000013537,-22.97,-42.02,68,82,90,12.75
vostok,ru,50.100000000071674,150.86999999969908,46.45,135.83,52.98,92,0,1.97
atar,mr,20.000000000056275,-10.570000000154096,20.52,-13.05,100.77,19,48,6.22
kodiak,us,44.02000000006856,-149.5300000000277,39.95,-94.76,93.2,49,40,5.82
taltal,cl,-24.529999999966506,-80.80000000009022,-25.41,-70.49,64.68,72,8,1.74
talnakh,ru,77.80000000008584,91.42999999975314,69.49,88.39,48.3,84,0,3.98
neuquen,ar,-39.149999999973986,-69.76000000010026,-38.95,-68.06,41,80,75,6.93
rocha,uy,-51.31999999998021,-39.260000000128,-34.48,-54.34,54.69,82,36,5.44
boddam,gb,56.64000000007502,-0.8700000001629178,57.47,-1.78,57.2,87,90,4.7
lazaro cardenas,mx,9.850000000051082,-106.68000000006668,28.39,-105.62,78.8,54,75,5.82
saint-philippe,re,-30.639999999969632,59.40999999978226,-21.36,55.77,68,60,75,9.17
catacamas,hn,14.89000000005366,-85.93000000008556,14.85,-85.89,85.56,49,0,4.76
castro,cl,-47.40999999997821,-92.09000000007995,-42.48,-73.76,48.66,100,80,3.09
chengde,cn,40.94000000006699,117.77999999972917,40.97,117.93,66.75,98,92,2.53
port lincoln,au,-46.07999999997753,128.70999999971923,-34.72,135.86,54.24,100,92,7.67
natal,br,-2.8199999999553995,-26.370000000139726,-5.81,-35.21,72.51,100,92,4.65
coahuayana,mx,8.570000000050428,-109.01000000006457,18.62,-100.35,80.7,63,0,2.98
nikolskoye,ru,49.63000000007145,169.78999999968187,59.7,30.79,60.8,77,90,4.47
baghmara,in,21.230000000056904,89.09999999975525,23.8,86.21,79.17,94,76,4.21
maniitsoq,gl,66.42000000008002,-52.62000000011585,65.42,-52.9,44.43,77,20,2.98
cape town,za,-85.61999999999776,-14.330000000150676,-33.93,18.42,59,93,0,5.82
timra,se,63.70000000007863,16.99999999982083,62.49,17.33,72.36,40,20,5.82
aranos,na,-24.489999999966486,18.859999999819138,-24.14,19.11,50.28,46,0,4.21
male,mv,4.300000000048243,75.9699999997672,4.17,73.51,84.2,74,75,4.7
necochea,ar,-50.91999999998001,-53.36000000011518,-38.55,-58.74,49.02,82,0,16.62
coihaique,cl,-51.089999999980094,-85.16000000008626,-45.58,-72.07,45.09,81,75,6.93
balkanabat,tm,38.44000000006571,53.05999999978803,39.51,54.36,87.54,37,0,3.09
lima,pe,-14.589999999961421,-81.63000000008947,-12.06,-77.04,69.81,58,0,3.2
atambua,id,-9.38999999995876,125.82999999972185,-9.11,124.89,73.41,100,24,11.59
kosonsoy,uz,41.30000000006717,71.95999999977084,41.25,71.55,86,33,36,4.7
ilulissat,gl,75.85000000008483,-49.0500000001191,69.22,-51.1,48.2,49,75,6.93
krasnaya zarya,ru,52.85000000007307,37.79999999980191,52.78,37.69,69.54,61,48,3.98
along,in,29.730000000061253,94.30999999975052,28.17,94.8,69.54,98,92,1.41
suluq,ly,31.570000000062194,20.579999999817574,31.67,20.25,80.6,57,0,20.8
la ronge,ca,59.38000000007642,-104.94000000006827,55.1,-105.3,80.6,44,20,9.17
muhos,fi,64.34000000007896,26.06999999981258,64.81,26,69.8,52,0,6.93
chaves,pt,41.82000000006744,-7.350000000157024,41.74,-7.47,78.63,44,88,4.99
souillac,mu,-38.33999999997357,65.77999999977646,-20.52,57.52,71.6,60,40,17.22
ponta delgada,pt,30.66000000006173,-29.07000000013727,37.73,-25.67,73.4,60,20,9.17
hithadhoo,mv,-8.83999999995848,73.88999999976909,-0.6,73.08,83.94,100,8,7.11
santiago del estero,ar,-28.889999999968737,-62.74000000010665,-27.8,-64.26,58.92,51,8,16.84
flinders,au,-33.499999999971095,129.09999999971888,-34.58,150.85,42.8,75,0,10.29
waingapu,id,-14.07999999996116,119.56999999972754,-9.65,120.26,68.46,94,32,6.55
georgetown,sh,-0.6099999999542689,-14.140000000150849,-7.93,-14.42,78,100,92,14.61
mayo,ca,64.74000000007916,-136.9100000000392,63.59,-135.9,60.8,51,90,3.36
maxixe,mz,-22.609999999965524,34.47999999980493,-23.86,35.35,68.37,98,68,8.79
yar-sale,ru,69.52000000008161,72.09999999977072,66.83,70.83,56.31,60,8,15.05
bonavista,ca,49.350000000071304,-50.19000000011806,48.65,-53.11,68.19,53,44,18.63
tezu,in,29.00000000006088,96.00999999974897,27.93,96.16,68.37,96,92,1.52
vallenar,cl,-27.42999999996799,-73.5600000000968,-28.58,-70.76,64.5,64,0,2.64
ogulin,hr,45.31000000006924,15.169999999822494,45.27,15.22,77,57,0,5.82
wagar,sd,16.540000000054505,34.82999999980461,16.15,36.2,86.19,40,0,4.21
ornskoldsvik,se,62.310000000077935,19.32999999981871,63.29,18.72,71.6,46,56,0.74
ust-kalmanka,ru,51.970000000072616,83.53999999976031,52.12,83.31,67.29,48,0,10.47
kirakira,sb,-13.15999999996069,161.74999999968918,-10.46,161.92,81.6,100,80,20.76
akdepe,tm,41.630000000067355,59.41999999978225,42.05,59.39,86.25,25,0,4.7
moron,mn,48.67000000007096,100.68999999974471,47.38,110.32,58.65,100,92,2.19
haines junction,ca,58.920000000076186,-140.17000000003623,60.75,-137.51,51.27,62,56,3.53
olenegorsk,ru,68.20000000008093,33.59999999980573,68.14,33.28,66.75,52,0,2.53
dicabisagan,ph,18.66000000005559,128.01999999971986,17.08,122.42,76.56,100,48,5.77
aberystwyth,gb,52.28000000007279,-4.310000000159789,52.41,-4.08,69.63,64,32,7.56
bunbury,au,-33.24999999997097,115.46999999973127,-33.33,115.63,42.72,77,0,4.21
rassvet,ru,56.65000000007501,91.45999999975311,49.11,45.47,79.8,50,0,4.09
ruteng,id,-7.989999999958044,120.36999999972682,-8.61,120.46,63.96,93,0,2.75
serebryansk,kz,49.93000000007157,83.56999999976028,49.68,83.3,53.6,76,0,2.24
barrow,us,89.11000000009165,-165.0400000000136,39.51,-90.4,91.58,66,75,3.36
husavik,is,70.33000000008201,-12.090000000152713,66.04,-17.34,59,62,75,17.22
biltine,td,15.000000000053717,20.42999999981771,14.53,20.93,82.86,51,8,6.11
pascagoula,us,27.73000000006023,-88.12000000008356,30.37,-88.56,90.75,49,1,3.65
tripoli,ly,33.5300000000632,12.999999999824468,32.88,13.19,77.37,99,0,12.03
aden,ye,13.56000000005298,46.81999999979371,12.79,45.03,90.69,73,68,13.27
hobart,au,-46.34999999997767,150.74999999969918,-42.88,147.33,41,80,40,8.05
san policarpo,ph,13.95000000005318,128.3999999997195,12.18,125.51,80.43,100,68,4.43
havre-saint-pierre,ca,57.060000000075235,-62.66000000010672,50.23,-63.6,62.6,77,75,12.75
upernavik,gl,84.7700000000894,-51.09000000011724,72.79,-56.15,38.94,89,92,12.82
dongfeng,cn,42.74000000006791,125.50999999972214,42.67,125.53,70.35,82,64,5.55
gobabis,na,-20.889999999964644,19.699999999818374,-22.45,18.97,49.02,60,0,6.67
sibiti,cg,-3.549999999955773,13.45999999982405,-3.69,13.35,74.67,86,0,2.53
rawson,ar,-44.779999999976866,-65.44000000010419,-43.3,-65.11,58.29,48,32,16.28
alice springs,au,-22.57999999996551,134.0099999997144,-23.7,133.88,32,79,0,4.7
pozo colorado,py,-23.65999999996606,-59.390000000109694,-23.49,-58.8,58.83,95,0,4.65
maua,ke,-0.24999999995408473,38.379999999801385,0.23,37.94,65.04,77,100,5.44
the pas,ca,53.830000000073596,-100.45000000007235,53.82,-101.24,78.8,39,1,14.99
west wendover,us,40.12000000006657,-113.33000000006064,40.74,-114.07,95,20,1,11.41
iqaluit,ca,60.04000000007676,-66.82000000010294,63.75,-68.52,48.2,66,75,8.05
shimoda,jp,30.100000000061442,140.7399999997083,34.7,138.93,74.76,93,20,6.55
brae,gb,64.57000000007906,-1.4500000001623903,60.4,-1.35,57.2,82,92,5.82
paamiut,gl,63.56000000007856,-49.890000000118334,61.99,-49.67,41.46,91,92,8.12
provideniya,ru,55.58000000007448,-176.06000000000358,64.42,-173.23,40.47,100,24,8.23
wattegama,lk,4.390000000048289,85.17999999975882,7.35,80.68,71.43,94,68,7.11
dubbo,au,-31.7499999999702,149.14999999970064,-32.25,148.6,35.6,92,0,10.29
storforshei,no,66.03000000007984,15.379999999822303,66.4,14.52,66.2,55,0,5.82
bilma,ne,18.590000000055554,14.659999999822958,18.69,12.92,96.27,17,12,4.76
ulaangom,mn,50.03000000007165,91.58999999975299,49.98,92.07,37.14,78,0,2.08
tanete,id,-6.27999999995717,120.8299999997264,-3.94,119.78,77.01,82,76,8.12
dong hoi,vn,18.100000000055303,107.53999999973848,17.48,106.6,78.63,100,32,6.55
elmadag,tr,39.780000000066394,33.03999999980624,39.92,33.23,82.99,44,0,11.41
talaya,ru,58.900000000076176,155.21999999969512,55.79,84.89,60,69,0,5.66
kaputa,zm,-8.169999999958137,29.04999999980987,-8.47,29.66,62.97,69,0,2.64
egvekinot,ru,61.61000000007755,-178.33000000000152,66.32,-179.17,39.75,71,80,2.98
rumoi,jp,43.88000000006849,141.1599999997079,43.93,141.67,61.08,100,100,4.09
sulina,ro,45.030000000069094,30.14999999980887,45.16,29.65,72.96,91,0,6.44
bambanglipuro,id,-11.999999999960096,109.94999999973629,-7.95,110.28,64.32,96,0,3.2
neryungri,ru,57.82000000007562,123.26999999972418,56.66,124.71,49.65,87,12,2.75
benguela,ao,-11.629999999959907,8.129999999828897,-12.58,13.4,72.42,99,0,5.1
qasigiannguit,gl,66.72000000008018,-48.49000000011961,68.82,-51.19,48.2,49,75,6.93
esperanza,ph,6.510000000049374,124.65999999972291,6.72,124.52,71.79,100,92,2.64
kudymkar,ru,58.790000000076134,54.37999999978683,59.01,54.66,58.74,98,88,6.22
tomatlan,mx,19.820000000056183,-107.41000000006602,19.93,-105.25,87.45,61,68,2.08
port pirie,au,-32.969999999970824,139.71999999970922,-33.18,138.01,35.6,100,0,6.93
barahona,do,15.920000000054188,-70.62000000009948,18.21,-71.1,78.8,94,75,9.17
kjollefjord,no,70.59000000008217,27.549999999811234,70.95,27.35,54.32,76,0,3.36
khatanga,ru,88.37000000009124,93.30999999975143,71.98,102.47,49.83,76,24,8.68
pangkalanbuun,id,-2.2199999999550926,111.9199999997345,-2.68,111.62,71.07,91,12,4.21
paciran,id,-5.309999999956673,112.29999999973415,-6.9,112.33,76.65,69,80,7
yeppoon,au,-20.66999999996453,153.2699999996969,-23.13,150.74,53.6,81,0,4.7
oyama,jp,31.180000000061995,138.80999999971004,36.31,139.8,75.2,100,75,3.36
callaway,us,28.75000000006075,-84.75000000008663,46.98,-95.91,78.06,57,1,11.41
ballina,ie,58.40000000007592,-11.95000000015284,54.11,-9.15,62.6,77,40,10.29
atbasar,kz,51.7200000000725,68.14999999977431,51.81,68.36,69,91,8,1.74
lakes entrance,au,-38.349999999973576,150.04999999969982,-37.88,147.99,42.09,100,0,2.42
kiruna,se,66.98000000008031,18.709999999819274,67.86,20.23,66.2,39,64,9.17
loandjili,cg,-3.8299999999559162,11.629999999825714,-4.77,11.87,75.2,83,20,3.36
karratha,au,-20.2199999999643,114.06999999973254,-20.74,116.85,48.75,39,0,2.98
daru,pg,-10.809999999959487,143.45999999970581,-9.07,143.21,76.29,96,92,17.52
vila velha,br,-22.019999999965222,-33.430000000133305,-3.71,-38.6,78.8,83,75,3.36
aleksandrov gay,ru,49.72000000007148,48.39999999979227,50.14,48.57,78.72,37,0,7.45
tessalit,ml,21.210000000056894,-0.4600000001632907,20.2,1.01,103.29,10,0,6.44
tweed,ca,44.79000000006897,-77.0800000000936,44.48,-77.31,79.63,65,40,9.17
jiuquan,cn,41.80000000006743,99.42999999974586,39.73,98.49,52.62,70,88,3.76
stokmarknes,no,69.21000000008144,14.499999999823103,68.56,14.91,54.25,76,40,2.24
champerico,gt,13.060000000052725,-92.75000000007935,14.3,-91.92,89.6,59,20,4.7
cacapava do sul,br,-30.549999999969586,-53.660000000114906,-30.51,-53.49,58.11,77,0,7.11
quatre cocos,mu,-16.489999999962393,68.73999999977377,-20.21,57.76,71.6,60,40,17.22
pedernales,ec,0.3400000000462171,-80.24000000009073,0.07,-80.05,83.94,86,24,6.11
nizwa,om,20.15000000005635,55.99999999978536,22.93,57.53,85.92,18,0,2.42
kamenka,ru,72.0400000000829,44.75999999979558,53.19,44.05,69.81,63,56,6.44
kardamaina,gr,36.39000000006466,27.39999999981137,36.78,27.14,75.2,83,0,9.17
collie,au,-33.07999999997088,117.15999999972973,-33.36,116.15,41.73,68,0,8.12
barcelos,br,0.09000000004608921,-61.77000000010753,-0.97,-62.93,88.98,68,8,5.44
mangan,in,30.160000000061473,88.02999999975623,27.5,88.54,47.58,98,76,0.63
bangolo,ci,6.950000000049599,-7.310000000157061,7.01,-7.49,78.99,81,76,4.54
derzhavinsk,kz,50.44000000007185,65.7399999997765,51.1,66.31,72.6,54,0,6.44
znojmo,cz,48.9500000000711,16.00999999982173,48.86,16.05,64.35,82,0,3.36
acapulco,mx,11.78000000005207,-100.82000000007201,16.86,-99.88,87.8,66,5,9.17
konya,tr,38.2500000000656,32.759999999806496,37.87,32.48,82.4,28,0,3.36
synya,ru,65.93000000007976,58.07999999978347,65.37,58.04,63.51,51,8,7.45
juneau,us,58.47000000007597,-133.07000000004268,58.3,-134.42,57.52,87,90,20.8
varhaug,no,56.85000000007511,3.039999999833526,58.61,5.65,62.6,67,0,6.93
turukhansk,ru,64.41000000007898,86.31999999975778,65.8,87.96,56.58,87,12,9.69
bone,id,-4.779999999956402,121.32999999972594,-9.83,124.45,63.78,97,36,1.74
dingle,ie,52.45000000007286,-16.950000000148293,52.14,-10.27,64.32,82,0,13.71
clyde river,ca,68.29000000008097,-71.43000000009874,70.47,-68.59,51.8,62,75,8.05
troitskoye,ru,46.51000000006985,44.20999999979608,52.98,84.68,66.84,51,0,7.23
serov,ru,59.38000000007642,60.599999999781176,59.61,60.57,63.87,95,32,3.2
beringovskiy,ru,60.31000000007691,177.91999999967447,63.05,179.32,47.94,100,64,6.11
narsaq,gl,84.86000000008946,-61.55000000010773,60.91,-46.05,48.2,81,75,2.24
angoche,mz,-17.119999999962715,40.269999999799666,-16.23,39.91,76.83,100,0,10.02
hot springs,us,34.82000000006386,-93.45000000007872,43.43,-103.47,84.2,30,1,6.93
vestmanna,fo,65.65000000007961,-8.170000000156278,62.16,-7.17,50,100,75,5.82
